age;job;marital;education;housing;loan;duration
35;management;single;high,school;yes;no;345
33;blue-collar;single;basic,6y;yes;no;474
54;admin,;divorced;professional,course;yes;no;75
41;services;single;high,school;yes;no;77
35;blue-collar;married;basic,9y;yes;no;219
34;management;single;university,degree;yes;no;175
34;admin,;married;university,degree;yes;no;456
37;services;single;professional,course;yes;no;241
32;blue-collar;married;basic,9y;yes;no;297
34;admin,;married;university,degree;yes;no;198
35;technician;married;professional,course;yes;no;226
35;services;single;high,school;yes;no;473
29;blue-collar;single;basic,4y;yes;no;26
32;blue-collar;married;basic,9y;yes;no;137
25;blue-collar;single;basic,9y;yes;yes;238
41;services;single;high,school;yes;no;408
32;blue-collar;married;basic,4y;yes;no;44
41;admin,;married;university,degree;yes;no;288
39;admin,;single;university,degree;yes;no;273
32;blue-collar;single;basic,6y;yes;no;91
38;blue-collar;married;professional,course;yes;no;37
35;technician;married;high,school;yes;no;104
34;blue-collar;married;university,degree;yes;no;44
49;blue-collar;single;unknown;yes;no;347
38;admin,;married;high,school;yes;no;247
34;technician;married;university,degree;yes;no;47
36;blue-collar;married;basic,9y;yes;no;207
33;admin,;married;basic,9y;yes;no;147
27;services;single;high,school;yes;no;86
37;admin,;married;high,school;yes;no;503
42;blue-collar;married;professional,course;yes;no;262
32;blue-collar;married;basic,9y;yes;no;177
39;services;married;high,school;yes;yes;186
36;admin,;married;university,degree;yes;no;334
37;admin,;married;university,degree;yes;no;286
31;self-employed;single;high,school;yes;no;187
28;services;married;high,school;yes;no;237
35;services;married;high,school;yes;no;104
46;services;married;basic,4y;yes;no;187
30;services;single;high,school;yes;no;55
43;blue-collar;married;basic,6y;yes;no;156
58;management;single;university,degree;yes;no;685
45;blue-collar;single;professional,course;yes;no;1954
44;admin,;divorced;high,school;yes;yes;211
37;blue-collar;married;basic,4y;yes;yes;456
35;entrepreneur;married;university,degree;yes;yes;152
33;admin,;single;university,degree;yes;yes;1024
32;admin,;married;high,school;yes;no;438
30;admin,;married;university,degree;yes;no;129
34;blue-collar;married;basic,4y;yes;no;1094
35;blue-collar;married;basic,6y;yes;no;746
35;admin,;married;university,degree;yes;no;348
36;entrepreneur;divorced;basic,6y;yes;no;53
34;management;married;university,degree;yes;no;283
32;services;single;high,school;yes;no;583
54;technician;married;university,degree;yes;no;265
42;blue-collar;married;basic,9y;yes;no;114
30;blue-collar;married;basic,9y;yes;no;487
50;blue-collar;married;basic,4y;yes;no;213
37;blue-collar;married;high,school;yes;no;466
35;admin,;married;university,degree;yes;no;348
59;admin,;married;university,degree;yes;no;324
32;blue-collar;married;basic,9y;yes;no;83
29;blue-collar;single;basic,4y;yes;no;340
30;technician;married;professional,course;yes;no;156
43;blue-collar;married;basic,9y;yes;no;288
49;technician;married;professional,course;yes;no;364
34;blue-collar;married;basic,9y;yes;yes;219
37;unemployed;married;basic,9y;yes;yes;129
34;admin,;married;basic,9y;yes;no;152
29;services;divorced;high,school;yes;no;323
36;services;married;high,school;yes;yes;108
29;services;divorced;high,school;yes;no;548
47;blue-collar;married;basic,4y;yes;no;173
47;blue-collar;married;basic,4y;yes;no;177
44;blue-collar;married;basic,9y;yes;no;383
47;blue-collar;married;high,school;yes;yes;72
34;blue-collar;married;basic,9y;yes;no;26
38;blue-collar;married;professional,course;yes;no;713
33;blue-collar;married;professional,course;yes;no;15
52;admin,;married;high,school;yes;yes;81
32;blue-collar;single;basic,6y;yes;no;211
28;unemployed;married;basic,9y;yes;no;349
34;technician;married;basic,9y;yes;yes;142
34;self-employed;single;university,degree;yes;no;102
41;housemaid;single;university,degree;yes;no;9
43;blue-collar;married;basic,9y;yes;no;20
34;unemployed;single;high,school;yes;no;21
29;blue-collar;single;high,school;yes;no;62
34;technician;single;professional,course;yes;no;240
30;management;married;university,degree;yes;no;61
38;entrepreneur;single;university,degree;yes;no;30
50;blue-collar;married;unknown;yes;yes;10
29;services;single;high,school;yes;no;14
56;services;divorced;high,school;yes;no;125
39;admin,;married;university,degree;yes;no;156
44;services;married;basic,9y;yes;no;50
31;technician;married;university,degree;yes;no;15
27;services;married;basic,9y;yes;yes;304
45;blue-collar;married;basic,6y;yes;no;295
54;management;married;basic,6y;yes;no;54
39;blue-collar;married;basic,4y;yes;no;652
31;admin,;married;university,degree;yes;no;443
44;admin,;married;basic,9y;yes;no;55
34;blue-collar;single;basic,6y;yes;no;67
31;services;single;high,school;yes;no;206
25;blue-collar;single;high,school;yes;no;23
40;technician;married;professional,course;yes;no;94
29;admin,;single;high,school;yes;no;26
44;blue-collar;married;basic,9y;yes;no;309
33;blue-collar;married;basic,9y;yes;no;194
33;blue-collar;married;basic,9y;yes;no;313
34;services;married;high,school;yes;no;577
33;blue-collar;married;basic,9y;yes;no;457
27;blue-collar;married;basic,9y;yes;no;210
30;admin,;married;high,school;yes;no;27
53;blue-collar;single;basic,4y;yes;no;267
35;technician;married;university,degree;yes;no;502
26;admin,;single;university,degree;yes;no;57
24;services;single;high,school;yes;yes;590
42;services;single;high,school;yes;no;7
34;admin,;married;high,school;yes;yes;528
29;admin,;married;high,school;yes;no;106
26;admin,;single;university,degree;yes;yes;9
27;admin,;single;high,school;yes;no;156
27;admin,;single;high,school;yes;no;94
34;admin,;married;university,degree;yes;no;351
26;student;single;high,school;yes;no;73
27;admin,;single;high,school;yes;no;313
32;self-employed;single;university,degree;yes;no;66
26;student;single;high,school;yes;no;255
30;blue-collar;married;basic,9y;yes;no;55
32;blue-collar;married;basic,9y;yes;no;197
37;management;single;basic,9y;yes;no;189
30;blue-collar;married;basic,9y;yes;no;165
30;services;single;high,school;yes;no;288
23;blue-collar;single;basic,9y;yes;no;58
48;technician;married;basic,9y;yes;no;87
30;blue-collar;married;basic,9y;yes;no;1038
23;blue-collar;single;basic,9y;yes;no;657
35;blue-collar;married;unknown;yes;no;40
37;entrepreneur;married;basic,9y;yes;no;346
31;technician;single;university,degree;yes;no;94
53;self-employed;married;basic,4y;yes;no;62
36;blue-collar;married;basic,9y;yes;no;65
32;admin,;married;high,school;yes;no;689
47;blue-collar;married;basic,4y;yes;yes;341
41;blue-collar;married;basic,6y;yes;no;12
33;services;single;high,school;yes;no;32
36;blue-collar;married;basic,6y;yes;no;195
38;admin,;divorced;high,school;yes;no;469
44;blue-collar;married;basic,9y;yes;no;58
32;admin,;married;high,school;yes;no;155
52;services;married;high,school;yes;no;243
31;admin,;married;high,school;yes;yes;12
32;technician;single;professional,course;yes;no;183
32;technician;single;professional,course;yes;no;242
31;technician;single;university,degree;yes;no;1514
34;technician;married;professional,course;yes;no;934
36;blue-collar;divorced;basic,9y;yes;no;422
26;blue-collar;married;basic,6y;yes;no;152
27;self-employed;married;university,degree;yes;no;141
30;admin,;single;university,degree;yes;no;67
32;housemaid;single;basic,9y;yes;no;279
30;admin,;single;university,degree;yes;no;188
54;management;married;high,school;yes;no;254
38;blue-collar;married;basic,6y;yes;no;135
51;entrepreneur;divorced;university,degree;yes;no;231
51;entrepreneur;divorced;university,degree;yes;no;212
39;blue-collar;single;basic,9y;yes;no;85
39;blue-collar;single;basic,9y;yes;yes;75
35;blue-collar;married;basic,4y;yes;no;220
27;admin,;single;university,degree;yes;yes;80
53;admin,;married;university,degree;yes;no;202
33;technician;single;university,degree;yes;no;340
46;blue-collar;married;basic,4y;yes;no;549
31;admin,;divorced;high,school;yes;no;472
30;technician;single;professional,course;yes;no;308
30;blue-collar;married;basic,6y;yes;no;91
35;technician;married;professional,course;yes;no;90
52;blue-collar;married;basic,9y;yes;no;186
35;technician;married;university,degree;yes;no;262
39;services;married;high,school;yes;no;49
27;admin,;single;university,degree;yes;no;471
39;services;married;high,school;yes;no;198
42;management;married;university,degree;yes;no;568
55;blue-collar;divorced;basic,4y;yes;yes;163
47;blue-collar;married;unknown;yes;no;100
29;technician;single;basic,9y;yes;no;170
29;technician;single;basic,9y;yes;no;214
47;blue-collar;married;basic,4y;yes;no;101
38;blue-collar;married;high,school;yes;no;306
47;blue-collar;married;basic,4y;yes;no;115
31;blue-collar;single;basic,9y;yes;no;106
30;blue-collar;married;basic,9y;yes;yes;231
56;management;married;professional,course;yes;no;240
46;technician;married;university,degree;yes;no;231
29;blue-collar;married;basic,9y;yes;no;666
31;admin,;married;university,degree;yes;no;712
36;services;married;basic,6y;yes;no;102
45;blue-collar;divorced;basic,4y;yes;no;190
30;services;single;high,school;yes;yes;178
30;services;single;high,school;yes;yes;405
26;services;single;high,school;yes;no;274
48;admin,;divorced;basic,4y;yes;no;227
35;blue-collar;single;basic,4y;yes;yes;46
26;services;single;high,school;yes;no;360
36;admin,;single;professional,course;yes;no;74
27;admin,;single;university,degree;yes;no;490
36;services;married;university,degree;yes;no;105
29;admin,;divorced;basic,9y;yes;no;226
51;admin,;married;basic,9y;yes;no;18
40;admin,;single;high,school;yes;no;222
34;technician;married;high,school;yes;no;225
47;blue-collar;married;basic,6y;yes;no;21
31;services;single;high,school;yes;no;151
44;admin,;single;professional,course;yes;no;105
35;admin,;single;university,degree;yes;no;8
27;unknown;single;high,school;yes;yes;154
34;technician;married;basic,9y;yes;no;95
50;blue-collar;married;basic,4y;yes;yes;197
27;unknown;single;high,school;yes;yes;628
34;services;divorced;basic,9y;yes;no;465
36;technician;single;professional,course;yes;no;59
33;unemployed;married;basic,9y;yes;yes;21
49;services;married;high,school;yes;no;165
31;management;single;university,degree;yes;yes;68
31;management;single;university,degree;yes;no;125
35;technician;married;university,degree;yes;no;42
32;technician;single;professional,course;yes;yes;214
36;admin,;single;university,degree;yes;no;85
50;blue-collar;divorced;basic,6y;yes;no;82
33;blue-collar;married;basic,9y;yes;yes;239
31;technician;single;professional,course;yes;yes;187
32;technician;married;high,school;yes;no;329
32;blue-collar;married;basic,9y;yes;yes;29
31;technician;single;professional,course;yes;yes;282
44;blue-collar;married;basic,9y;yes;no;144
35;admin,;single;university,degree;yes;no;75
41;services;divorced;high,school;yes;no;622
34;admin,;unknown;university,degree;yes;yes;56
32;blue-collar;married;basic,9y;yes;no;102
34;admin,;unknown;university,degree;yes;no;304
24;services;married;high,school;yes;no;278
39;admin,;married;high,school;yes;no;432
29;admin,;divorced;high,school;yes;yes;78
27;technician;married;professional,course;yes;no;275
39;admin,;single;university,degree;yes;yes;292
29;blue-collar;single;high,school;yes;no;134
39;blue-collar;single;basic,9y;yes;no;313
39;blue-collar;single;basic,9y;yes;no;333
27;entrepreneur;married;university,degree;yes;no;207
23;blue-collar;single;basic,9y;yes;no;672
30;management;married;university,degree;yes;no;249
33;services;married;basic,6y;yes;no;72
33;admin,;married;high,school;yes;no;412
33;admin,;married;high,school;yes;yes;124
33;admin,;married;high,school;yes;yes;109
49;blue-collar;single;basic,4y;yes;no;251
39;blue-collar;married;basic,9y;yes;no;400
32;blue-collar;married;basic,6y;yes;yes;101
30;admin,;married;high,school;yes;yes;82
52;services;married;high,school;yes;no;930
32;admin,;married;basic,6y;yes;no;262
30;blue-collar;married;basic,9y;yes;no;175
31;technician;married;university,degree;yes;no;282
31;technician;married;university,degree;yes;no;580
55;management;married;university,degree;yes;no;90
48;admin,;divorced;high,school;yes;yes;466
49;entrepreneur;married;basic,6y;yes;yes;330
35;technician;married;professional,course;yes;no;148
46;management;married;basic,6y;yes;yes;26
26;admin,;single;university,degree;yes;no;76
28;services;married;high,school;yes;no;643
31;blue-collar;married;basic,9y;yes;no;475
57;technician;married;high,school;yes;no;74
29;admin,;single;high,school;yes;no;41
32;blue-collar;married;basic,9y;yes;yes;93
35;services;divorced;university,degree;yes;no;215
57;technician;married;high,school;yes;no;758
32;technician;single;high,school;yes;yes;426
47;blue-collar;married;basic,4y;yes;no;369
54;management;married;basic,4y;yes;no;264
32;technician;married;professional,course;yes;no;246
53;self-employed;married;basic,4y;yes;no;145
36;admin,;married;high,school;yes;no;329
30;blue-collar;single;basic,9y;yes;no;242
30;blue-collar;married;basic,6y;yes;no;77
40;services;divorced;high,school;yes;no;262
29;entrepreneur;married;basic,4y;yes;no;224
46;blue-collar;married;basic,4y;yes;no;184
35;blue-collar;single;basic,4y;yes;no;289
33;blue-collar;single;basic,9y;yes;yes;143
45;management;married;basic,9y;yes;no;288
41;services;single;high,school;yes;no;63
45;management;married;basic,9y;yes;no;305
35;blue-collar;married;basic,4y;yes;no;386
32;entrepreneur;married;high,school;yes;no;101
34;technician;married;basic,9y;yes;no;35
35;blue-collar;married;basic,4y;yes;no;629
53;admin,;married;high,school;yes;yes;186
27;unknown;single;high,school;yes;no;334
40;admin,;married;university,degree;yes;no;174
30;services;married;high,school;yes;yes;296
28;entrepreneur;single;professional,course;yes;no;240
32;blue-collar;married;basic,6y;yes;yes;261
43;admin,;divorced;basic,9y;yes;no;47
30;technician;single;basic,9y;yes;no;112
47;blue-collar;married;high,school;yes;yes;57
28;technician;single;professional,course;yes;no;77
57;technician;married;professional,course;yes;no;190
34;blue-collar;single;university,degree;yes;no;321
32;blue-collar;married;basic,4y;yes;no;200
56;blue-collar;married;basic,4y;yes;no;161
32;admin,;married;university,degree;yes;no;188
47;services;divorced;high,school;yes;no;254
30;admin,;single;university,degree;yes;no;232
36;services;married;university,degree;yes;no;97
28;technician;single;professional,course;yes;no;296
57;technician;married;high,school;yes;no;228
31;admin,;divorced;high,school;yes;no;274
42;management;married;university,degree;yes;no;306
30;blue-collar;married;basic,6y;yes;yes;429
28;blue-collar;married;basic,6y;yes;no;51
46;admin,;married;basic,6y;yes;no;275
25;student;single;high,school;yes;no;160
27;entrepreneur;married;university,degree;yes;no;153
32;blue-collar;married;basic,6y;yes;no;146
36;admin,;married;high,school;yes;yes;142
49;blue-collar;single;high,school;yes;no;430
44;blue-collar;married;basic,6y;yes;no;65
29;blue-collar;married;basic,9y;yes;yes;34
